"","VIP","Coefficient"
"discount_rate",3.35204253814562,-1278.22196123058
"establis_cost",0.991757767202187,-378.183314749978
"main_cost_stage1",1.43437900224214,-546.96643032704
"main_cost_stage2",1.50720487677916,-574.73685123302
"main_cost_stage3",0.0328818506254057,-12.5387142666001
"CV_cost",0.0830462967346946,-31.6677366343572
"mono_cost",0.16096007850871,-61.378310355527
"timb_benefit",0.0554464540359667,21.1431908797738
"max_tree_harvest",1.15113903484027,438.959583005948
"first_tree_est_per",0.513035728438404,195.634013448014
"sec_tree_est_per",0.185549984236211,70.7550879971585
"CV_tree_yield",0.0491870784525395,18.7563263805085
"yield_tree_risk",0.218881560934559,-83.4652946408486
"tree_price",1.89893932474034,724.115496836819
"max_coff_harvest",3.11367659021918,1187.32675749081
"first_coff_est_per",0.421371217814506,160.679925243114
"sec_coff_est_per",0.446239203621679,170.162742131196
"coff_frost_yield",0.483185262964323,-184.251246049414
"CV_coff_yield",0.0494701977214429,18.8642872023184
"coff_price",2.22468452513621,848.330707166995
"CV_coff_price",0.00533542740514107,-2.03453876381163
"max_monomaize",0.0383773514062219,-14.6342932176611
"decay_rate_mono",0.0443292789682669,-16.9039197020757
"CV_maize_yield",0.0644774556638128,-24.5869492692506
"maize_price",0.00326655363722631,-1.24562279539273
"CV_maize_price",0.0377544111857213,-14.3967497314683
"yield_maize_risk",0.0347612429084485,-13.2553759624512
"grass_profit",0.687285831296223,262.080159546974
"CV_grass_profit",0.00885959259671704,-3.37839561873352
"annual_crop",0.023864349210083,-9.1001038631445
"mono_soil_loss",0.329228952023554,125.543656430518
"reduced_percents1",0.109660401311096,41.8163945230674
"reduced_percents2",0.132262353479758,50.4351131997848
"soil_saved_payment",0.345147038745323,131.613641461136
"CV_eros_control",0.0617071694018203,23.5305662733078
"coffee_risk",0.353450084863319,-134.77981127323
"tree_risk",0.0817930059660549,-31.1898239091897
"maize_risk",0.0506109945700011,19.2993030377488
