"","VIP","Coefficient"
"discount_rate",2.90780989132804,-901.548157759942
"establis_cost",1.22240860201622,-379.000094354276
"main_cost_stage1",1.76681009971128,-547.788352758811
"main_cost_stage2",1.56100964329318,-483.981216362713
"main_cost_stage3",0.058109865925673,-18.0165982408984
"CV_cost",0.0516638295978723,-16.0180452428108
"mono_cost",0.16447504675856,-50.9944531947847
"timb_benefit",0.057824727565512,17.9281928867257
"max_tree_harvest",1.11176087849984,344.694463991708
"first_tree_est_per",0.690714111855729,214.151563669771
"sec_tree_est_per",0.143358683443466,44.4474576356571
"CV_tree_yield",0.0623062989072216,19.3176758783881
"yield_tree_risk",0.208573886900759,-64.6670210638597
"tree_price",1.81669374535782,563.254463170332
"max_coff_harvest",3.18820500504265,988.482898221548
"first_coff_est_per",0.553774026045645,171.694151837671
"sec_coff_est_per",0.499672123244984,154.920197341297
"coff_frost_yield",0.495597064525668,-153.656751029995
"CV_coff_yield",0.0358554876007581,11.1167682895818
"coff_price",2.29507230261805,711.572724379921
"CV_coff_price",0.0288055635528563,-8.93098370418358
"max_monomaize",0.0267206454801239,-8.28456797626476
"decay_rate_mono",0.0383226313981548,-11.8816906980602
"CV_maize_yield",0.0761943909264705,-23.6235914102442
"maize_price",0.0116451537854755,-3.61050664743826
"CV_maize_price",0.0325264687592485,-10.0846269475148
"yield_maize_risk",0.0493016370706096,-15.285662315172
"grass_profit",0.808761167493691,250.751310392135
"CV_grass_profit",0.00861099261241559,-2.66978406991461
"annual_crop",0.0080492494978541,-2.49561915233262
"mono_soil_loss",0.367433085534969,113.920315888606
"reduced_percents1",0.141752171560391,43.9493687361986
"reduced_percents2",0.121575790588597,37.6938087872378
"soil_saved_payment",0.382761645034841,118.672839297869
"CV_eros_control",0.0469309598242955,14.5506487537862
"coffee_risk",0.379356293391829,-117.617031451064
"tree_risk",0.093992479242682,-29.1417766880998
"maize_risk",0.0296133934722731,9.18144628696988
