"","VIP","Coefficient"
"discount_rate",4.14348330901423,-2411.98998662303
"establis_cost",0.665663163300621,-387.493508385071
"main_cost_stage1",0.964288194092021,-561.328065038616
"main_cost_stage2",1.1293754423011,-657.428075561931
"main_cost_stage3",0.316007622888667,-183.953250263085
"CV_cost",0.0888834867406653,-51.7405438868849
"mono_cost",0.155880603071137,-90.7406705122681
"timb_benefit",0.144429726487674,84.0749263551035
"max_tree_harvest",1.17245346866366,682.504505338767
"first_tree_est_per",0.300767719420268,175.081851050999
"sec_tree_est_per",0.158786493908294,92.4322375052358
"CV_tree_yield",0.0388201485097964,22.597848839199
"yield_tree_risk",0.209979265836756,-122.23239453985
"tree_price",1.91094764771121,1112.39414943772
"max_coff_harvest",2.79959715286523,1629.6916858815
"first_coff_est_per",0.254611395573392,148.213493527802
"sec_coff_est_per",0.349223666807004,203.288857372197
"coff_frost_yield",0.442683985633624,-257.693650717444
"CV_coff_yield",0.033369017131063,19.4246553397423
"coff_price",2.00763402698255,1168.67688578613
"CV_coff_price",0.00162811791514416,-0.947754296445699
"max_monomaize",0.0611738781765242,-35.610323633662
"decay_rate_mono",0.0712834585667105,-41.4952771501976
"CV_maize_yield",0.0304216198679914,-17.7089267715439
"maize_price",0.00641280324943593,-3.73299855949051
"CV_maize_price",0.0420104011553628,-24.4549475317806
"yield_maize_risk",0.0511790493319867,-29.7921688848328
"grass_profit",0.513491939615002,298.912128804419
"CV_grass_profit",0.0458442957965773,-26.6867208477873
"annual_crop",0.0503194656065291,-29.2917910182303
"mono_soil_loss",0.26428041871726,153.841991403659
"reduced_percents1",0.101827382502062,59.2753991369253
"reduced_percents2",0.151059738574192,87.9343657618178
"soil_saved_payment",0.322390002192975,187.668538542232
"CV_eros_control",0.0554933751674771,32.3036091243997
"coffee_risk",0.293916677146239,-171.093746325939
"tree_risk",0.0820269704965551,-47.7492526735394
"maize_risk",0.068448340474165,39.8449081393616
